chunk,article,law
Krivični zakonik | Opozivanje uslovnog otpusta | U slučaju iz st. 1. do 3. ovog člana uslovni otpust se može opozvati najkasnije u roku od dve godine od dana kad je uslovni otpust istekao. ,Član 47  ,Krivični zakonik
Krivični zakonik | Opozivanje uslovnog otpusta | Osuđenom na kaznu doživotnog zatvora uslovni otpust traje petnaest godina od dana kada je uslovno otpušten. ,Član 47  ,Krivični zakonik
"Krivični zakonik | Opšte odredbe o novčanoj kazni | (1) Novčana kazna se može odmeriti i izreći ili u dnevnim iznos ima (član 49) ili u određenom iznosu (član 50). (2) Za krivična dela učinjena iz koristoljublja novčana kazna kao sporedna kazna može se izreći i kad nije propisana zakonom ili kad je zakonom propisano da će se učinilac kazniti kaznom zatvora ili novčan om kaznom, a sud kao glavnu kaznu izrekne kaznu zatvora. ",Član 48  ,Krivični zakonik
"Krivični zakonik | Novčana kazna u dnevnim iznosima | Novčana kazna u dnevnim iznosima odmerava se tako što se prvo utvrđuje broj dnevnih iznosa, a zatim visina jednog dnevnog iznosa. Do iznosa novčane kazne sud će doći množenjem utvrđenog broja dnevnih iznosa sa utvrđenom vrednošću jednog dnevnog iznosa. ",Član 49,Krivični zakonik
"Krivični zakonik | Novčana kazna u dnevnim iznosima | Broj dnevnih iznosa ne može biti manji od deset, niti veći od tristašezdeset. Broj dnevnih iznosa za učinjeno krivično de lo odmerava se na osnovu opštih pravila za odmeravanje kazne (član 54). ",Član 49,Krivični zakonik
"Krivični zakonik | Novčana kazna u dnevnim iznosima | Visina jednog dnevnog iznosa novčane kazne utvrđuje se tako što se razlika između prihoda i nužnih rashoda učinioca krivičnog dela u protekloj kalendarskoj godini podeli sa brojem dana u godini. Jedan dnevni iznos ne može biti manji od petsto dinara, niti veći od pedeset hiljada dinara. ",Član 49,Krivični zakonik
"Krivični zakonik | Novčana kazna u dnevnim iznosima | U cilju utvrđiv anja visine dnevnog iznosa novčane kazne sud može da zahteva podatke od banaka ili drugih finansijskih ustanova, državnih organa i pravnih lica koji su dužni da dostave tražene podatke i ne mogu se pozivati na zaštitu poslovne ili druge tajne. ",Član 49,Krivični zakonik
"Krivični zakonik | Novčana kazna u dnevnim iznosima | Ukoliko se ne mogu pribaviti verodostojni podaci o prihodima i rashodima učinioca krivičnog dela, ili ukoliko on ne ostvaruje nikakav prihod, sud će na osnovu raspoloživih podataka po slobodnoj proceni utvrditi visinu jednog dnevnog iznosa novčane kazne. ",Član 49,Krivični zakonik
Krivični zakonik | Novčana kazna u dnevnim iznosima | Bro j dnevnih iznosa novčane kazne se utvrđuje u okviru sledećih raspona: 1) do šezdeset dnevnih iznosa za krivična dela za koja se može izreći kazna zatvora do tri meseca; 2) od trideset do stodvadeset dnevnih iznosa za krivična dela za koja se može izreći kazna zatvora do šest meseci; 3) od šezdeset do stoosamdeset dnevnih iznosa za krivična dela za koja se može izreći zatvor do jedne godine; 4) od stodvadeset do dvestačetrdeset dnevnih iznosa za krivična dela za koja se može izreći kazna zatvora do dve g odine; 5) najmanje stoosamdeset dnevnih iznosa za krivična dela za koja se može izreći kazna zatvora do tri godine; 6) u okviru propisanog broja dnevnih iznosa za krivična dela za koja je kao jedina kazna propisana novčana kazna. ,Član 49,Krivični zakonik
"Krivični zakonik | Novčana kazna u određen om iznosu | Ako nije moguće utvrditi visinu dnevnog iznosa novčane kazne ni na osnovu slobodne procene suda (član 49. stav 5), ili bi pribavljanje takvih podataka znatno produžilo trajanje krivičnog postupka, sud će izreći novčanu kaznu u određ enom iznosu u okviru propisane najmanje i najveće mere novčane kazne. ",Član 50  ,Krivični zakonik
"Krivični zakonik | Novčana kazna u određen om iznosu | Novčana kazna ne može biti manja od deset hiljada dinara. Novčana kazna ne može biti veća od milion dinara, a za krivična dela učinjena iz koristoljublja veća od deset miliona dinar a. ",Član 50  ,Krivični zakonik
Krivični zakonik | Novčana kazna u određen om iznosu | Novčana kazna kao glavna kazna izriče se u sledećim iznosima: 1) do sto hiljada dinara za krivična dela za koja se može izreći kazna zatvora do tri meseca; 2) od dvadeset hiljada do dvesta hiljada dinara za krivična dela za koja se može izreći ka zna zatvora do šest meseci; 3) od trideset hiljada do trista hiljada dinara za krivična dela za koja se može izreći kazna zatvora do jedne godine; 4) od pedeset hiljada do petsto hiljada dinara za krivična dela za koja se može izreći kazna zatvora do dve godine; 5) najmanje sto hiljada dinara za krivična dela za koja se može izreći kazna zatvora do tri godine; 6) u okviru propisanog iznosa za krivična dela za koja je kao jedina kazna propisana novčana kazna. ,Član 50  ,Krivični zakonik
"Krivični zakonik | Izvršenje novčane kazne | U pres udi se određuje rok plaćanja novčane kazne koji ne može biti kraći od petnaest dana niti duži od tri meseca. U opravdanim slučajevima sud može dozvoliti da osuđeni plati novčanu kaznu u ratama, s tim da rok isplate ne može biti duži od jedne godine. ",Član 51  ,Krivični zakonik
"Krivični zakonik | Izvršenje novčane kazne | A ko osuđeni ne plati novčanu kaznu u određenom roku, sud će novčanu kaznu zameniti kaznom zatvora, tako što će za svakih započetih hiljadu dinara novčane kazne odrediti jedan dan kazne zatvora, s tim da kazna zatvora ne može biti duža od šest meseci, a ako je izrečena novčana kazna u iznosu većem od sedamsto hiljada dinara, kazna zatvora ne može biti duža od jedne godine. ",Član 51  ,Krivični zakonik
"Krivični zakonik | Izvršenje novčane kazne | Ako osuđeni plati samo deo novčane kazne, sud će ostatak kazne srazmerno zameniti kaznom zatvora, a ako osuđeni isplati ostatak novčane kazne, izvršenje kazne zatvora će obustaviti. ",Član 51  ,Krivični zakonik
"Krivični zakonik | Izvršenje novčane kazne | Neplaćena novčana kazna može se, umesto kaznom zatvora, zameniti kaznom rada u javnom interesu tako što će za svakih započetih hiljadu dinara novčane kazne odrediti osam časova rada u javnom interesu, s tim da rad u javnom interesu ne može biti duži od tristašezdeset časova. ",Član 51  ,Krivični zakonik
Krivični zakonik | Izvršenje novčane kazne | Posle smrti osuđenog novčana kazna neće se izvršiti. ,Član 51  ,Krivični zakonik
Krivični zakonik | Rad u javnom interesu | Rad u javnom interesu može se izreći za krivična dela za koja je propisan zatvor do tri godine ili novčana kazna. ,Član 52  ,Krivični zakonik
Krivični zakonik | Rad u javnom interesu | Rad u javnom interesu je svaki onaj društveno koristan rad kojim se ne vređa ljudsko do stojanstvo i koji se ne vrši u cilju sticanja dobiti. ,Član 52  ,Krivični zakonik
"Krivični zakonik | Rad u javnom interesu | Rad u javnom interesu ne može biti kraći od šezdeset časova niti duži od tristašezdeset časova. Rad u javnom interesu traje šezdeset časova u toku jednog meseca i određuje se da bude obavljen za vr eme koje ne može biti kraće od mesec dana, niti duže od šest meseci. ",Član 52  ,Krivični zakonik
"Krivični zakonik | Rad u javnom interesu | Prilikom izricanja ove kazne sud će imajući u vidu svrhu kažnjavanja, uzeti u obzir vrstu učinjenog krivičnog dela, lično st učinioca, kao i njegovu spremnost da obavlja rad u javnom interesu. Rad u javnom interesu se ne može izreći bez pristanka učinioca. ",Član 52  ,Krivični zakonik
"Krivični zakonik | Rad u javnom interesu | Ako osuđeni ne obavi deo ili sve časove izrečene kazne rada u javnom interesu, sud će ovu kaznu zameniti kaznom zatvora tako što će za svakih započetih osam časova rada u javnom interesu odrediti jedan dan zatvora. ",Član 52  ,Krivični zakonik
"Krivični zakonik | Rad u javnom interesu | Ukoliko učinilac ispunjava sve svoje obaveze vezane za rad u javnom interesu, sud mu može dužinu izrečenog rada u javnom interesu umanjiti za jednu četvrtinu. ",Član 52  ,Krivični zakonik
Krivični zakonik | Oduzimanje vozačke dozvole | Učiniocu kri vičnog dela u vezi sa čijim izvršenjem ili pripremanjem je korišćeno motorno vozilo može se izreći kazna oduzimanja vozačke dozvole. ,Član 53  ,Krivični zakonik
"Krivični zakonik | Oduzimanje vozačke dozvole | Sud određuje trajanje kazne iz stava 1. ovog člana koje ne može biti kraće od jedne niti duže od tri godine, računajuć i od dana pravnosnažnosti odluke, s tim da se vreme provedeno u zatvoru ne uračunava u vreme trajanja ove kazne. ",Član 53  ,Krivični zakonik
"Krivični zakonik | Oduzimanje vozačke dozvole | Kazna iz stava 1. ovog člana može se izreći kao sporedna kazna uz kaznu zatvora ili uz novčanu kaznu, a može se izreći i kao glavna kazna za krivična dela za koja je propisana kazna zatvora do dve godine ili novčana kazna. Kazna oduzimanja vozačke dozvole ne može se izreći zajedno sa merom bezbednosti zabrane upravljanja motornim vozilom. ",Član 53  ,Krivični zakonik
"Krivični zakonik | Oduzimanje vozačke dozvole | Ako osuđeni upravlja motornim vozilom za vreme d ok traje kazna oduzimanja vozačke dozvole, sud će kaznu oduzimanja vozačke dozvole zameniti kaznom zatvora tako što će se za jednu godinu oduzimanja vozačke dozvole odrediti jedan mesec zatvora. 2. Odmeravanje kazne ",Član 53  ,Krivični zakonik
"Krivični zakonik | Opšta pravila o odmeravanju kazne | Sud će učiniocu krivičnog dela odmeriti kaznu u granicama koje su zakonom propisane za to delo, imajući u vidu svrhu kažnjavanja i uzimajući u obzir sve okolnosti koje utiču da kazna bude manja ili veća (olakšavajuće i otežavajuće okolnosti), a naročito: stepen krivice, pobude iz kojih je delo učinjeno, jačinu ugrožavanja ili povrede zaštićenog dobra, okolnosti pod kojima je delo učinjeno, raniji život učinioca, njegove lične prilike, njegovo držanje posle učinjenog krivičnog dela a naroč ito njego v odnos prema žrtvi krivičnog dela, kao i druge okolnosti koje se odnose na ličnost učinioca. ",Član 54  ,Krivični zakonik
Krivični zakonik | Opšta pravila o odmeravanju kazne | Pri odmeravanju novčane kazne u određenom iznosu (član 50) sud će posebno uzeti u obzir i imovno stanje učinioca. ,Član 54  ,Krivični zakonik
"Krivični zakonik | Opšta pravila o odmeravanju kazne | Okolnost koja je obeležje krivičnog de la ne može se uzeti u obzir i kao otežavajuća, odnosno olakšavajuća okolnost, izuzev ako prelazi meru koja je potrebna za postojanje krivičnog dela ili određenog oblika krivičnog dela ili ako postoje dve ili više ovakvih okolnosti, a samo jedna je dovoljna za postojanje težeg, odnosno lakšeg oblika krivičnog dela. ",Član 54  ,Krivični zakonik
"Krivični zakonik | Posebna okolnost za odmeravanje kazne za krivično delo učinjeno iz mržnje | Ako je krivično delo učinjeno iz mržnje zbog pripadnosti rasi i veroispovesti, nacionalne ili etničke pripadno sti, pola, seksualne orijentacije ili rodnog identiteta drugog lica, tu okolnost sud će ceniti kao otežavajuću okolnost, osim ako ona ni je propisana kao obeležje krivičnog dela. ",Član 54a,Krivični zakonik
"Krivični zakonik | Povrat | (1) Ako je učinilac krivičnog dela učinjenog sa umišljajem ranije osuđen za umišljajno krivično delo, sud će tu okolnost uzet i kao otežavajuću, ako od ranije osude ili izdržane kazne nije proteklo pet godina. (2) U slučaju iz stava 1. ovog člana, sud ne m ože izreći kaznu ispod granice propisane zakonom ili blažu vrstu kazne, izuzev ako zakon predviđa da se kazna može ublažiti ili ako zakon predviđa da se učinilac može osloboditi od kazne, a sud ga ne oslobodi od kazne. ",Član 55  ,Krivični zakonik
"Krivični zakonik | Višestruki povrat | Za krivi čno delo učinjeno sa umišljajem, za koje je propisana kazna zatvora, sud će izreći kaznu iznad polovine raspona propisane kazne, pod sledećim uslovima: 1) ako je učinilac ranije dva puta osuđen za krivična dela učinjena sa umišljajem na zatvor od najmanje jednu godinu; 2) ako od dana otpuštanja učinioca sa izdržavanja izrečene kazne do izvršenja novog krivičnog dela nije proteklo pet godina. ",Član 55a  ,Krivični zakonik
"Krivični zakonik | Ublažavanje kazne | Sud može učiniocu krivičnog dela izreći kaznu ispod granice propisane zakonom ili blažu vrstu kazne, kad: 1) zakon predviđa da se kazna može ublažiti; 2) zakon predviđa da se učinilac može osloboditi od kazne, a sud ga ne oslobodi od kazne; 3) utvrdi da postoje naročito olakšavajuće okolnosti koje ukazuju na to da se sa ublaženom kaznom m ože postići svrha kažnjavanja. ",Član 56  ,Krivični zakonik
"Krivični zakonik | Granice ublažavanja kazne | Kad postoje uslovi za ublažavanje kazne iz člana 56. ovog zakonika, sud će ublažiti kaznu u ovim granicama 1) ako je za krivično delo kao najmanja mera kazne propisan zatvor u trajanj u od deset ili više godina, kazna se može ublažiti do sedam godina zatvora",Član 57  ,Krivični zakonik
"Krivični zakonik | Granice ublažavanja kazne | Kad postoje uslovi za ublažavanje kazne iz člana 56. ovog zakonika, sud će ublažiti kaznu u ovim granicama 2) ako je za krivično delo kao najmanja mera kazne propisan zatvor u trajanju od pet godina, kazna se može ublažiti do tri godine zatvora",Član 57  ,Krivični zakonik
"Krivični zakonik | Granice ublažavanja kazne | Kad postoje uslovi za ublažavanje kazne iz člana 56. ovog zakonika, sud će ublažiti kaznu u ovim granicama 3) ako je za krivično delo kao najmanja mera kazne propisan zatvor u trajanju od tri godine, kazna se može ublažiti do jedne godine zatvora",Član 57  ,Krivični zakonik
"Krivični zakonik | Granice ublažavanja kazne | Kad postoje uslovi za ublažavanje kazne iz člana 56. ovog zakonika, sud će ublažiti kaznu u ovim granicama 4) ako je za krivično delo kao najmanja mera kazne propisan zatvor od dve godine, kazna se može ublažiti do šest meseci zatvora",Član 57  ,Krivični zakonik
"Krivični zakonik | Granice ublažavanja kazne | Kad postoje uslovi za ublažavanje kazne iz člana 56. ovog zakonika, sud će ublažiti kaznu u ovim granicama 5) ako je za krivično d elo kao najmanja mera kazne propisan zatvor od jedne godine, kazna se može ublažiti do tri meseca zatvora",Član 57  ,Krivični zakonik
"Krivični zakonik | Granice ublažavanja kazne | Kad postoje uslovi za ublažavanje kazne iz člana 56. ovog zakonika, sud će ublažiti kaznu u ovim granicama 6) ako je za krivično delo kao najmanja mera kazne propisan zatvor ispod jedne godine, kazna se može ublažiti do trideset dana zatvora",Član 57  ,Krivični zakonik
"Krivični zakonik | Granice ublažavanja kazne | Kad postoje uslovi za ublažavanje kazne iz člana 56. ovog zakonika, sud će ublažiti kaznu u ovim granicama 7) ako je z a krivično delo propisana kazna zatvora bez naznačenja najmanje mere, umesto zatvora može se izreći novčana kazna ili rad u javnom interesu",Član 57  ,Krivični zakonik
